vote_column,dim1,dim2,poll_id,poll_label,accepted,committee,url
v040,0.07228548778218821,-0.09567874612490754,4719,Stärkung des Schutzes der Bevölkerung vor COVID-19,TRUE,Gesundheitsausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/staerkung-des-schutzes-der-bevoelkerung-vor-covid-19
v041,0.006493078392213588,0.01608581261956407,4767,Weiterbetrieb von Kernkraftwerken (Änderungsantrag),FALSE,"Ausschuss für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/weiterbetrieb-von-kernkraftwerken-aenderungsantrag
v042,0.10267173672100081,0.05733507642991592,4768,Entschließungsantrag gegen Abschöpfung von Krisengewinnen,TRUE,Finanzausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/entschliessungsantrag-gegen-abschoepfung-von-krisengewinnen
v043,0.035175289971748916,0.14531355888694983,4770,Aufhebung der Gaspreisanpassungsverordnung (Entschließungsantrag),FALSE,Finanzausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/aufhebung-der-gaspreisanpassungsverordnung-entschliessungsantrag
v044,0.0805698275517285,-0.07300272677588365,4773,Beschlussempfehlung gegen Entschließungsantrag zu Waffenlieferungen an die Ukraine,TRUE,Wirtschaftsausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/beschlussempfehlung-gegen-entschliessungsantrag-zu-waffenlieferungen-an-die-ukraine
v045,0.02728522844247653,0.11644458049783325,4776,Wiedereinsetzung des Stabilitäts- und Wachstumspaktes auf EU-Ebene,FALSE,NA,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/wiedereinsetzung-des-stabilitaets-und-wachstumspaktes-auf-eu-ebene
v046,0.10264096922544962,0.055468322662813166,4798,Verbot von Strom- und Gassperren,TRUE,Ausschuss für Klimaschutz und Energie,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/verbot-von-strom-und-gassperren
v047,0.07584623722329314,-0.08911107596582028,4803,Abwehrschirm gegen gestiegene Strom- und Gaspreise,TRUE,NA,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/abwehrschirm-gegen-gestiegene-strom-und-gaspreise
v048,0.09777891137258808,0.03558925437628201,4804,Verlängerung des Bundeswehreinsatzes im Irak (2023),TRUE,Auswärtiger Ausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/verlaengerung-des-bundeswehreinsatzes-im-irak-2023
v049,0.00358905062429661,-0.008686330018957491,4805,Entschließungsantrag DIE LINKE: Finanz­reform der gesetzlichen Krankenversicherung,FALSE,Gesundheitsausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/entschliessungsantrag-die-linke-finanz-reform-der-gesetzlichen-krankenversicherung
