name,party,dim1,dim2
Tino Sorge,CDU/CSU,0.05214110715913951,0.029986900030658452
Tobias Winkler,CDU/CSU,0.05002859155423044,0.027962281569642408
Ulrich Lange,CDU/CSU,0.054561169078880194,0.032141349714163804
Ursula Groden-Kranich,CDU/CSU,-1.277363638641472e-4,-8.349791635163093e-7
Uwe Feiler,CDU/CSU,0.05208107206376119,0.02872453133221291
Volker Mayer-Lay,CDU/CSU,0.05607699471486521,0.03521485377323345
Volker Ullrich,CDU/CSU,0.057116104981459796,0.03631768451457924
Volkmar Klein,CDU/CSU,0.05486124028715354,0.03585269516198056
Wilfried Oellers,CDU/CSU,0.056069654982472295,0.03144921843988177
Wolfgang Schäuble,CDU/CSU,0.034689634691570444,0.017537175036127693
Wolfgang Stefinger,CDU/CSU,0.05469663845865359,0.035071625993956725
Yannick Bury,CDU/CSU,0.05176169976768056,0.03387815404818744
Yvonne Magwas,CDU/CSU,0.047984167383309996,0.033709709095591026
Alexander Ulrich,DIE LINKE.,0.009465253704012378,-0.04817271751607754
Ali Al-Dailami,DIE LINKE.,0.007738282978200706,-0.05743225523939504
Amira Mohamed Ali,DIE LINKE.,0.010075375029256107,-0.0506996814201774
Andrej Hunko,DIE LINKE.,0.006992824612246729,-0.05226024659308845
André Hahn,DIE LINKE.,0.007383885535543521,-0.05075355094799228
Anke Domscheit-Berg,DIE LINKE.,0.0033458256563580605,-0.03985731530830626
Ates Gürpinar,DIE LINKE.,0.007352272974934892,-0.049152669297655
Bernd Riexinger,DIE LINKE.,0.0028158064644901617,-0.047750096347406616
Caren Lay,DIE LINKE.,-4.641619249595154e-4,-0.03900136589518455
Christian Görke,DIE LINKE.,0.003435329466802945,-0.04904948989741612
Christian Leye,DIE LINKE.,0.002949544781242313,-0.04286997746059974
Clara Bünger,DIE LINKE.,0.004352004107725784,-0.042959977332456926
Cornelia Möhring,DIE LINKE.,0.004484425967295592,-0.02764296549740019
Dietmar Bartsch,DIE LINKE.,0.006013733828304261,-0.04978157438463115
Gesine Lötzsch,DIE LINKE.,0.005555846958264645,-0.05105517722680598
Gregor Gysi,DIE LINKE.,0.0035828498939637905,-0.04158822324303931
Gökay Akbulut,DIE LINKE.,0.007175779915725793,-0.04284133045353981
Heidi Reichinnek,DIE LINKE.,0.004266784570084298,-0.05493419838307386
Ina Latendorf,DIE LINKE.,0.005150191784564218,-0.045699826742946606
Jan Korte,DIE LINKE.,1.4126414312231974e-4,-0.034707838471439094
Janine Wissler,DIE LINKE.,0.005131831512958644,-0.0468149694750426
Jessica Tatti,DIE LINKE.,0.009395048582020933,-0.05569607887158222
Jörg Cezanne,DIE LINKE.,-0.0034287985429319497,-0.008439748044756024
Kathrin Vogler,DIE LINKE.,5.798138305762018e-4,-0.04279544757382776
Katja Kipping,DIE LINKE.,4.504174245379516e-4,5.810390663306237e-4
Klaus Ernst,DIE LINKE.,0.008780113436762951,-0.048981770505142096
Martina Renner,DIE LINKE.,0.00468820388960344,-0.03502606043940379
Matthias W. Birkwald,DIE LINKE.,0.0048931157593531316,-0.056572609151482066
Nicole Gohlke,DIE LINKE.,0.006307554895897586,-0.0449262667786722
Pascal Meiser,DIE LINKE.,0.010357510386549909,-0.037937371892568746
Petra Pau,DIE LINKE.,0.006791491559146128,-0.04332744887667524
Petra Sitte,DIE LINKE.,0.004872951981569677,-0.05400214900281288
Ralph Lenkert,DIE LINKE.,0.002680380572807205,-0.05076667285022519
Sahra Wagenknecht,DIE LINKE.,0.006678270497544683,-0.036621041469664085
Sevim Dağdelen,DIE LINKE.,0.009888366988855557,-0.03065389266380957
Susanne Ferschl,DIE LINKE.,0.002126898506004136,-0.0370426097565687
Susanne Hennig-Wellsow,DIE LINKE.,0.002249450453842424,-0.036904636850241056
Sören Pellmann,DIE LINKE.,0.0047108094250618545,-0.043531678487492176
Thomas Lutze,DIE LINKE.,-0.006752251785998337,-0.041307370764329436
Victor Perli,DIE LINKE.,0.0067126116312424796,-0.04893384268328778
Zaklin Nastić,DIE LINKE.,0.007192274118717807,-0.05568119639964945
Alexander Graf Lambsdorff,FDP,-0.013717410034592804,-0.0011025556543895708
Alexander Müller,FDP,-0.027659377675388837,0.0019172847129784979
Andrew Ullmann,FDP,-0.02944576805227629,0.004859153937245827
Anikó Glogowski-Merten,FDP,-0.03226839538045133,0.004940218679386668
Anja Schulz,FDP,-0.030059333806797792,0.0024929056662800217
Ann-Veruschka Jurisch,FDP,-0.02769956214874878,0.005300112216552503
Benjamin Strasser,FDP,-0.030141641563097035,0.004145467202245801
Bernd Reuther,FDP,-0.02892514591014922,0.0016593943121554731
Bettina Stark-Watzinger,FDP,-0.02362375655887365,0.005494453798142095
Bijan Djir-Sarai,FDP,-0.027298871657775944,0.0015699696182127595
Carina Konrad,FDP,-0.028571293721084023,0.0063572693511176805
Carl-Julius Cronenberg,FDP,-0.027842198021203114,0.0041573872522089736
Christian Bartelt,FDP,-0.012063787647196298,7.503437170469292e-4
Christian Dürr,FDP,-0.028868554762514383,0.005673955912392212
Christian Lindner,FDP,-0.017881206238613712,-0.0018548368716886552
Christian Sauter,FDP,-0.024431140988280618,0.004897547273921685
Christine Aschenberg-Dugnus,FDP,-0.028948208215547607,0.0017925726335763202
Christoph Hoffmann,FDP,-0.024928037178327235,0.002982791318577904
Christoph Meyer,FDP,-0.02940415868135517,0.0034470149619043318
Claudia Raffelhüschen,FDP,-0.03081110804563819,0.002139378708486978
Daniel Föst,FDP,-0.02723587775613648,0.0036775796597069625
Daniela Kluckert,FDP,-0.022645641254900723,-0.006562875334815279
Fabian Griewel,FDP,-8.162963318913046e-4,-0.0025301230454389725
Florian Toncar,FDP,-0.027576140400908767,0.005765084247146039
Frank Müller-Rosentritt,FDP,-0.0280836677601071,0.005215791315806174
Frank Schäffler,FDP,-0.028604397938418815,0.0016090161369274785
Friedhelm Boginski,FDP,-0.031007011846788522,0.00212611372405205
Gerald Ullrich,FDP,-0.0258475664148029,0.0011269378387900116
Gero Hocker,FDP,-0.03025565969017108,0.0025752661409153203
Gyde Jensen-Bornhöft,FDP,-0.026772859564501976,0.0023057618577060172
Hagen Reinhold,FDP,-0.01423319575833306,0.002748583000865695
Ingo Bodtke,FDP,-0.02863136930711128,0.004213972650221911
Jens Beeck,FDP,-0.028853209729169285,0.006093545692165983
Jens Brandenburg,FDP,-0.0303821257242946,0.005100597359358587
Jens Teutrine,FDP,-0.027709439259080277,9.315156054037217e-4
Johannes Vogel,FDP,-0.023575247561556836,4.3499941371467383e-4
Judith Skudelny,FDP,-0.027664139043352808,0.0041652207228178376
Julian Simon Grünke,FDP,-8.162963318913046e-4,-0.0025301230454389725
Jürgen Lenders,FDP,-0.029810951133703887,0.0034897344343483424
Karlheinz Busen,FDP,-0.02488862936191798,9.195048886811825e-4
Karsten Klein,FDP,-0.030946482807119622,0.005093215307323886
Katharina Willkomm,FDP,-0.012145330271209762,7.037981525944512e-4
Katja Adler,FDP,-0.025218175759717045,0.0061164084213947405
Katja Hessel,FDP,-0.027759617139940084,0.002033575757132067
Katrin Helling-Plahr,FDP,-0.030828641598517482,0.00513057780554994
Knut Gerschau,FDP,-0.030466775455662082,0.0012955115675181658
Konrad Stockmeier,FDP,-0.030337568481855284,0.005794001977283322
Konstantin Kuhle,FDP,-0.030433952759226567,0.00332370091969292
Kristine Lütke,FDP,-0.03139891408136451,0.0012376222853930294
Lars Lindemann,FDP,-0.023517563966515637,0.006967566046097965
Linda Teuteberg,FDP,-0.02374653703321025,0.0059922476812620026
Lukas Köhler,FDP,-0.02844278060819188,0.0035077194576322366
Manfred Todtenhausen,FDP,-0.029328581041361504,0.001990287632446868
Manuel Höferlin,FDP,-0.0295279215557268,0.005696268519953806
Marco Buschmann,FDP,-0.02621184832633465,0.0038979554420410785
Marcus Faber,FDP,-0.0241761084476091,0.002691070858379469
Marie-Agnes Strack-Zimmermann,FDP,-0.02360283936684985,0.009570482597203837
Mario Brandenburg,FDP,-0.03021563058464353,4.616981846025661e-4
Markus Herbrand,FDP,-0.030156623220798692,0.00197003379736531
Martin Gassner-Herz,FDP,-0.029854210636507728,0.002663863436644101
Matthias Seestern-Pauly,FDP,-0.026025423312004782,0.0027354728983058777
Max Mordhorst,FDP,-0.025961530375373014,0.001017017580732523
Maximilian Funke-Kaiser,FDP,-0.030430033666685292,0.0017538196867733376
Michael Kruse,FDP,-0.029808262059448483,0.002730497246757144
Michael Link,FDP,-0.022700124021152106,0.0032545031130416405
Michael Theurer,FDP,-0.020730914554446835,0.005495036391795311
Muhanad Al-Halak,FDP,-0.03086229954159052,0.0022229402467048615
Nico Tippelt,FDP,-0.02346877051248787,0.00777153089036823
Nicole Bauer,FDP,-0.016833964502257232,-0.006691303463940156
Nicole Westig,FDP,-0.029074394098878194,0.0023081142023077604
Nils Gründer,FDP,-0.023696496362769864,0.0011834624491987964
Olaf in der Beek,FDP,-0.0314110014682471,0.0022979679145733916
Oliver Luksic,FDP,-0.025500424531472683,0.004012124704287106
Otto Fricke,FDP,-0.030545750783423958,0.003344017321349468
Pascal Kober,FDP,-0.026942949360425676,0.00105735317248777
Peter Heidt,FDP,-0.02957752584976786,0.00185030505442675
Philipp Hartewig,FDP,-0.030509420238759456,3.3402852648503406e-4
Rainer Semet,FDP,-0.02789219021598595,0.0035570441025798765
Reginald Hanke,FDP,-0.022675184867028565,0.0035319087014947697
Reinhard Houben,FDP,-0.03040087620302489,0.003977807183468029
Renata Alt,FDP,-0.028400530904147875,0.007318634705747949
Ria Schröder,FDP,-0.030316026039579277,0.005013178805049084
Sandra Bubendorfer-Licht,FDP,-0.03019276553120319,0.003961021251970956
Sandra Weeser,FDP,-0.02355745514723405,-0.002760275416023446
Stephan Seiter,FDP,-0.030931230465238768,0.006623316962122611
Stephan Thomae,FDP,-0.03125134463285092,9.070066436118445e-4
Thomas Hacker,FDP,-0.03018345296041253,0.004893668005127929
Thomas Sattelberger,FDP,-0.007144101046225558,0.002111656280471236
Thorsten Lieb,FDP,-0.03039100992977041,0.0018969364499715334
Till Mansmann,FDP,-0.02818603684600679,0.0018005586874540178
Tim Wagner,FDP,-0.004613653070994365,-0.004060528293568646
Torsten Herbst,FDP,-0.03091713786284096,0.0022938967903629835
Ulrich Lechte,FDP,-0.027090295389792497,0.0015061048945275112
Ulrike Harzer,FDP,-0.022938973680427247,-0.0027267725003963625
Valentin Abel,FDP,-0.030625968632268102,0.004574319754672354
Volker Redder,FDP,-0.026999997206642475,0.005871219367060755
Volker Wissing,FDP,-0.02436750417096339,0.008473194673190902
Wolfgang Kubicki,FDP,-0.016872139224436065,2.654000674955568e-4
Achim Post,SPD,-0.031846352141719846,0.01112006373190818
Adis Ahmetović,SPD,-0.030490707999346934,0.007508521876302324
Alexander Bartz,SPD,-0.022322566937871078,0.007114450561167976
Ana-Maria Trăsnea,SPD,-0.010165870491789004,0.002011227165418749
Andreas Larem,SPD,-0.032587481471926014,0.00905187717825832
Andreas Mehltretter,SPD,-0.03354184736624922,0.009171509483627145
Andreas Philippi,SPD,-0.014348751398664086,0.0034046611831002336
Andreas Rimkus,SPD,-0.03228542206326666,0.010459978327768436
Andreas Schwarz,SPD,-0.03168748692708813,0.007856335064628949
Anette Kramme,SPD,-0.02745971265052399,0.008506909846226533
Angela Hohmann,SPD,-0.007367738690577223,0.0031717255293705116
Angelika Glöckner,SPD,-0.0321165876129786,0.01187115154065768
Anja Troff-Schaffarzyk,SPD,-0.03430801422087367,0.010999027979948279
Anke Hennig,SPD,-0.03282887755408206,0.00865597943926866
Anna Kassautzki,SPD,-0.02700120846949979,0.0103078187667478
Annika Klose,SPD,-0.033512367895260506,0.0097027910993715
Ariane Fäscher,SPD,-0.031280795387823856,0.007700107746147431
Armand Zorn,SPD,-0.0344679793715309,0.00851963112887825
Axel Echeverria,SPD,-0.03362250791352684,0.006381420493940599
Axel Schäfer,SPD,-0.031311458904876924,0.006845359909755178
Aydan Özoğuz,SPD,-0.0307557095165521,0.009979019567088665
Bengt Bergt,SPD,-0.03544961661420746,0.008731641303249865
Bernd Rützel,SPD,-0.03370934409850021,0.011278104458900543
Bernd Westphal,SPD,-0.032427305937961774,0.008338305694861006
Bernhard Daldrup,SPD,-0.033761376260926554,0.006549562513647581
Bettina Hagedorn,SPD,-0.03567321323514368,0.0085314511970381
Bettina Lugk,SPD,-0.03127837204303053,0.011343341132023175
Bettina Müller,SPD,-0.02186625206998488,0.007500103261084415
Brian Nickholz,SPD,-0.035690111898739524,0.008537537722655532
Bärbel Bas,SPD,-0.034534714760408494,0.008962227807153748
Bärbel Kofler,SPD,-0.03306893019000545,0.006508748199879143
Cansel Kiziltepe,SPD,-0.014288454999183225,0.003302402778856632
Carlos Kasper,SPD,-0.03328272437010517,0.01004480277451416
Carmen Wegge,SPD,-0.0344470480320348,0.008194095745611883
Carolin Wagner,SPD,-0.0327801927123448,0.0060494407936478424
Carsten Schneider,SPD,-0.030176507852792675,0.00707910026459106
Carsten Träger,SPD,-0.03566544145099157,0.008490672023690998
Christian Petry,SPD,-0.022181296488870624,0.0046161974304965315
Christian Schreider,SPD,-0.03131297265777295,0.008622884521337122
Christoph Schmid,SPD,-0.0324204265883606,0.009127706979820478
Christos Pantazis,SPD,-0.028631993177487058,0.0043637563561142985
Claudia Moll,SPD,-0.0303247638777754,0.00808786187579797
Claudia Tausend,SPD,-0.035110157925866456,0.008216128165839134
Dagmar Andres,SPD,-0.027093595155267134,0.011970121193856221
Dagmar Schmidt,SPD,-0.03286800315083687,0.009405921897020721
Daniel Baldy,SPD,-0.032609195851901765,0.00917756989977172
Daniel Rinkert,SPD,-0.024697316715472158,0.004150863922213323
Daniel Schneider,SPD,-0.03131434751877591,0.007413901115436326
Daniela De Ridder,SPD,-0.02029506817778229,0.004887338390110319
Dennis Rohde,SPD,-0.03180142223653701,0.011449903079294119
Derya Türk-Nachbaur,SPD,-0.03095875418873247,0.00663894700469192
Detlef Müller,SPD,-0.03569356288242223,0.008463336799549864
Dietmar Nietan,SPD,-0.027142877509774923,0.009765870566670791
Dirk Heidenblut,SPD,-0.030368914319898254,0.004306233175535581
Dirk Vöpel,SPD,-0.035004799801304796,0.00901306539179293
Dirk Wiese,SPD,-0.0347846369578224,0.007665751106868981
Dirk-Ulrich Mende,SPD,-0.019008985372011424,0.00823384560123251
Dorothee Martin,SPD,-0.03275057150987784,0.008077562195011576
Dunja Kreiser,SPD,-0.031911591488697745,0.004723934114442577
Edgar Franke,SPD,-0.031977055173377185,0.006172215029611401
Elisabeth Kaiser,SPD,-0.03500519979002117,0.008782663411592662
Emily Vontz,SPD,-0.020582584297010608,0.00544133679087137
Erik von Malottki,SPD,-0.02611640030381143,-2.89492945029012e-4
Esra Limbacher,SPD,-0.03273229352814599,0.00867357867853056
Esther Dilcher,SPD,-0.034079744486438475,0.009591740265629794
Fabian Funke,SPD,-0.03466662813594292,0.008971612058017171
Falko Droßmann,SPD,-0.03285020988035791,0.006224201702095589
Falko Mohrs,SPD,-0.010737552827946547,0.003971541558323934
Felix Döring,SPD,-0.034545617410045935,0.010062161568211598
Frank Junge,SPD,-0.03270030740084931,0.006796071896521425
Frank Schwabe,SPD,-0.027249277503169276,0.008701373736420536
Frank Ullrich,SPD,-0.03082107571540077,0.007989177864504463
Franziska Kersten,SPD,-0.0339144829863358,0.010855765371230498
Franziska Mascheck,SPD,-0.033777500966587354,0.009938583024840318
Frauke Heiligenstadt,SPD,-0.03334235638032666,0.012183619659692934
Gabriela Heinrich,SPD,-0.03211317662859403,0.00765454256358268
Gabriele Katzmarek,SPD,-0.02582287713244598,0.00743600608978757
Gülistan Yüksel,SPD,-0.028762199931328572,0.011924527532234616
Hakan Demir,SPD,-0.03446860598558588,0.009030692699135638
Hannes Walter,SPD,-0.033728868024393954,0.009297843300965891
Heike Baehrens,SPD,-0.033925052920859095,0.010860547416661287
Heike Engelhardt,SPD,-0.03304429792592636,0.007580926507195998
Heike Heubach,SPD,-0.007175255636105422,0.00388467518821307
Heiko Maas,SPD,-0.005623079229089562,-0.002123579951073585
Helge Lindh,SPD,-0.03536817865969751,0.008593045692558568
Helmut Kleebank,SPD,-0.03160585894290294,0.008210193851725249
Herbert Wollmann,SPD,-0.03449185542170747,0.009704146289794158
Holger Becker,SPD,-0.03284634385236339,0.005083949036680751
Holger Mann,SPD,-0.03150450904507167,0.009061947591231268
Hubertus Heil,SPD,-0.02887255196673224,0.00779502907920958
Ingo Schäfer,SPD,-0.03163945881384143,0.009471416514172356
Isabel Cademartori,SPD,-0.03342280117120548,0.008605079765668605
Isabel Mackensen-Geis,SPD,-0.03370269585437035,0.009083459031170494
Jakob Blankenburg,SPD,-0.03560762471324402,0.008249887016346684
Jan Dieren,SPD,-0.03473288958521463,-0.022904222467537334
Jan Plobner,SPD,-0.03432553818771476,0.007809010362476982
Jasmina Hostert,SPD,-0.03439799582346914,0.00917766879214023
Jens Peick,SPD,-0.035690111898739524,0.008537537722655532
Jens Zimmermann,SPD,-0.03398025031287606,0.009304067048484846
Jessica Rosenthal,SPD,-0.025504543372555578,0.011115181843774713
Joe Weingarten,SPD,-0.023777819731120614,0.006214946983433343
Johann Saathoff,SPD,-0.030854222196618826,0.004097889551976867
Johannes Arlt,SPD,-0.02945671142864671,0.007750608048675676
Johannes Fechner,SPD,-0.03444923629590249,0.010287613127170815
Johannes Schraps,SPD,-0.03315090945361946,0.006706320616038038
Johannes Schätzl,SPD,-0.02846737621042415,0.011661048617543465
Josephine Ortleb,SPD,-0.024544263481879134,0.0086137777666006991
Josip Juratovic,SPD,-0.02872866529093517,0.008843083455751327
Jörg Nürnberger,SPD,-0.03430801422087367,0.010999027979948279
Jürgen Berghahn,SPD,-0.029010044526883653,0.007809542130308188
Jürgen Coße,SPD,-0.031286178556835034,0.009415474528053986
Karamba Diaby,SPD,-0.0351002815306357,0.008930236615778266
Karl Lauterbach,SPD,-0.02682781306977275,0.003651653089173632
Kathrin Michel,SPD,-0.03344202602007278,0.010716200662043675
Katja Mast,SPD,-0.030979036417063628,0.012652632919194102
Katrin Budde,SPD,-0.033534321031991346,0.009489485010500835
Katrin Zschau,SPD,-0.03510622872637042,0.008495289619697257
Kaweh Mansoori,SPD,-0.024754508928249284,0.007330692843314823
Kerstin Griese,SPD,-0.029805349006602432,0.008422620346605875
Kevin Kühnert,SPD,-0.03410409512204928,0.006974527413223335
Kevin Leiser,SPD,-0.034056470268483005,0.011216833917590074
Kristian Klinck,SPD,-0.03231273463104219,0.011650107975470171
Lars Castellucci,SPD,-0.03000544219190485,0.007889450805964666
Lars Klingbeil,SPD,-0.030603897240799875,0.008136651780301611
Lena Werner,SPD,-0.02765162966717558,0.003366758673319315
Leni Breymaier,SPD,-0.03544109967046465,0.008619030457597314
Lennard Oehl,SPD,-0.031055004290327565,0.0077595860434562704
Lina Seitzl,SPD,-0.027834870386755427,0.010882310472801261
Lucia Schanbacher,SPD,-0.0020396279573502707,0.0031420566927678624
Luiza Licina-Bode,SPD,-0.03143612430200111,0.008457738016135134
Macit Karaahmetoğlu,SPD,-0.030721394770942233,0.009782982085298566
Mahmut Özdemir,SPD,-0.03522369913732902,0.011561759924010206
Maja Wallstein,SPD,-0.031143619547673432,0.008117439493149975
Manuel Gava,SPD,-0.019904805495790934,0.0034175555453974504
Marianne Schieder,SPD,-0.03311105026355318,0.010986165133650578
Marja-Liisa Völlers,SPD,-0.03565385494217457,0.008599904321021992
Markus Hümpfer,SPD,-0.03566691484286695,0.00856720686884084
Markus Töns,SPD,-0.034063275345940676,0.006862086934799177
Martin Diedenhofen,SPD,-0.0299082338774522,0.005719341007310005
Martin Gerster,SPD,-0.03323624692461452,0.011822329009316668
Martin Kröber,SPD,-0.035568642776245926,0.0076542022957309256
Martin Rabanus,SPD,-0.0094701889685230509,0.0020156476340126494
Martin Rosemann,SPD,-0.03270462219368659,0.009295722688532532
Martina Stamm-Fibich,SPD,-0.03380898744088058,0.007619154668643589
Mathias Papendieck,SPD,-0.03209411463471387,0.008563823003194446
Mathias Stein,SPD,-0.03532610039887394,0.00829118974890243
Matthias Miersch,SPD,-0.03479416591567516,0.00908329843541929
Matthias Mieves,SPD,-0.035690111898739524,0.008537537722655532
Melanie Wegling,SPD,-0.031038533219885596,0.006454741239972337
Metin Hakverdi,SPD,-0.0328642053106199,0.008595325442748391
Michael Gerdes,SPD,-0.03174023038921268,0.010627342327869018
Michael Müller,SPD,-0.032945100692596804,0.010445552362352424
Michael Roth,SPD,-0.02856445283169264,0.008387215768269549
Michael Schrodi,SPD,-0.034158137982444894,0.010589788958045923
Michael Thews,SPD,-0.03167253883487344,0.0056639989972523865
Michelle Müntefering,SPD,-0.02843576571843283,0.011484675427456893
Nadine Heselhaus,SPD,-0.03428940881788311,0.009472831612876301
Nadine Ruf,SPD,-0.009227901962438076,0.0021310571962314165
Nadja Sthamer,SPD,-0.02959415808001259,-0.0027936976601290867
Natalie Pawlik,SPD,-0.031361558946013765,0.00408300129396848
Nezahat Baradari,SPD,-0.030354894020747997,0.00779686136431614
Niels Annen,SPD,-0.02986643010424324,0.008875425321269708
Nils Schmid,SPD,-0.03385491181233856,0.009681274570659027
Nina Scheer,SPD,-0.03487704053605197,0.008968502094293647
Olaf Scholz,SPD,-0.021340852496984652,0.0038503615180880764
Oliver Kaczmarek,SPD,-0.03430801422087367,0.010999027979948279
Parsa Marvi,SPD,-0.03312724498998106,0.010296930319409231
Peggy Schierenbeck,SPD,-0.028621256254407746,0.007874261975243019
Rainer Keller,SPD,-0.006239326760687876,0.003097268916158928
Ralf Stegner,SPD,-0.031199886795824333,0.012173113569720341
Rasha Nasr,SPD,-0.03132502814133951,0.0076544195746647056
Rebecca Schamber,SPD,-0.029536506491836312,0.00555521378209692
Reem Alabali Radovan,SPD,-0.03044764274401661,0.009486335176704285
Rita Hagl-Kehl,SPD,-0.03455259318626738,0.009329854748686953
Rita Schwarzelühr-Sutter,SPD,-0.03349707940903343,0.009767728683724799
Robin Mesarosch,SPD,-0.03391348019049805,0.008833589252413435
Rolf Mützenich,SPD,-0.028606159642110884,0.009408741121115012
Ruppert Stüwe,SPD,-0.036240768730166524,-0.008688092651875258
Sabine Dittmar,SPD,-0.033230083963891745,0.00854714496358552
Sabine Poschmann,SPD,-0.034299570282755876,0.009366745238414487
Sanae Abdi,SPD,-0.030083384777362172,0.00682656108232826
Sarah Lahrkamp,SPD,-0.03188718811433066,0.010590071786550194
Sarah Ryglewski,SPD,-0.025040122575097867,0.003089989617895135
Saskia Esken,SPD,-0.030198130085103032,0.004604461926440058
Sebastian Fiedler,SPD,-0.02864015728131138,0.006039055957711478
Sebastian Hartmann,SPD,-0.03166842413686592,0.010342751164947957
Sebastian Roloff,SPD,-0.03416825717343641,0.007875340204205904
Siemtje Möller,SPD,-0.0310205901779789,0.008971878241261966
Simona Koß,SPD,-0.03230509286342844,0.010777446181858613
Sonja Eichwede,SPD,-0.03432523690688475,0.00893545021527922
Stefan Schwartze,SPD,-0.026307279830822337,0.006256445457464607
Stefan Zierke,SPD,-0.030849489021662,0.0074329285105322294
Susanne Mittag,SPD,-0.03436858906692387,0.009209781782771645
Svenja Schulze,SPD,-0.033799663578059067,0.008441346626728597
Svenja Stadler,SPD,-0.03281845164638912,0.008546230262608848
Sylvia Lehmann,SPD,-0.03227452539917669,0.009049393624465706
Sönke Rix,SPD,-0.034360864537615596,0.009523332894928516
Sören Bartol,SPD,-0.034578555468833934,0.010268266300692995
Takis Mehmet Ali,SPD,-0.031033038235844076,0.007618838000854322
Tanja Machalet,SPD,-0.03366585757234696,0.011149023492945125
Thomas Hitschler,SPD,-0.03317311883692247,0.009443603682625848
Thorsten Rudolph,SPD,-0.034283375607837514,0.010989705246468837
Tim Klüssendorf,SPD,-0.035690111898739524,0.008537537722655532
Timo Schisanowski,SPD,-0.03299340963020606,0.010699012721104472
Timon Gremmels,SPD,-0.023624947241173443,0.00653865712725221
Tina Rudolph,SPD,-0.03611994063481847,0.006180915996036205
Udo Schiefner,SPD,-0.02943879841307533,0.009902923585035677
Uli Grötsch,SPD,-0.026060493057018755,0.007219935075481992
Ulrike Bahr,SPD,-0.03593521552204588,0.001998066350054276
Uwe Schmidt,SPD,-0.029413498404159726,0.009268783722515345
Verena Hubertz,SPD,-0.03367004756699979,0.006345796505408504
Wiebke Esdar,SPD,-0.030673681444758967,0.007279453086870136
Wiebke Papenbrock,SPD,-0.029151735479490376,0.005271916306909337
Wolfgang Hellmich,SPD,-0.031112013865752748,0.0054518881005851715
Yasmin Fahimi,SPD,-0.002274607392264448,9.522756291754184e-4
Ye-One Rhie,SPD,-0.03439385720961651,0.008791855067085255
Zanda Martens,SPD,-0.035633691572459124,0.008552302678036243
Joana Cotar,fraktionslos,0.018861663928430215,-0.054006300722933887
Johannes Huber,fraktionslos,0.03731050109980616,-0.07851829773446442
Matthias Helferich,fraktionslos,0.031410582334889546,-0.09214412287510025
Robert Farle,fraktionslos,0.029576220374156397,-0.09606070718692786
Stefan Seidler,fraktionslos,-0.01387227489843476,0.005936519943578308
Uwe Witt,fraktionslos,2.187874922256707e-4,-0.002018987507728021
