name,party,irt,svd_imp,svd_dc
Friedrich Merz,CDU/CSU,0.9731109738726944,0.02800464204209994,0.056097516376665234
Fritz Güntzler,CDU/CSU,0.9511607202323764,0.029304165724094732,0.05291755719886042
Gabriela Heinrich,SPD,-1.2066697828523991,0.042768099272676566,-0.03211317662859403
Gabriele Katzmarek,SPD,-1.5479414844242798,0.04169791377576374,-0.02582287713244598
Georg Kippels,CDU/CSU,0.9407742950717742,0.02906152911032611,0.05523504162581783
Gerald Ullrich,FDP,0.1924761215996025,0.042039291894643664,-0.0258475664148029
Gereon Bollmann,AfD,1.5367368101286119,0.011086381520827462,0.031540339615089244
Gero Hocker,FDP,-0.0871110302269439,0.04254840432075334,-0.03025565969017108
Gero Storjohann,CDU/CSU,0.8446067866727439,0.030267783343652422,0.004374515522619218
Gerold Otten,AfD,1.4529520530763655,0.011085039998896198,0.028398855644528
Gerrit Huy,AfD,1.5710251901734824,0.010207560847797,0.03435984992726531
Gesine Lötzsch,DIE LINKE.,1.3417174470136923,0.013346407821319392,0.005555846958264645
Gitta Connemann,CDU/CSU,0.9329430218643923,0.029331199227068644,0.05132983951811697
Gökay Akbulut,DIE LINKE.,1.2945945503649052,0.015133478605547541,0.007175779915725793
Gottfried Curio,AfD,1.500079110971147,0.01024918549795702,0.031525959573091136
Götz Frömming,AfD,1.4946637831405523,0.01043971594433439,0.03498594036594646
Gregor Gysi,DIE LINKE.,1.337854715813828,0.01412995327331273,0.0035828498939637905
Gülistan Yüksel,SPD,-0.79126854343566555,0.04199018751055953,-0.028762199931328572
Günter Krings,CDU/CSU,0.9405630154563331,0.03013128798575361,0.05037507465270501
Gunther Krichbaum,CDU/CSU,0.9810732107960606,0.030195384698951444,0.05297213937966614
Gyde Jensen-Bornhöft,FDP,-0.1746816214505276,0.04249152215661637,-0.026772859564501976
Hagen Reinhold,FDP,-0.2500518776471698,0.04160871964515187,-0.01423319575833306
Hakan Demir,SPD,-0.3800587275280575,0.042858495262273116,-0.03446860598558588
Hanna Steinmüller,BÜNDNIS 90/DIE GRÜNEN,-0.932712096614763,0.043214571470682514,-0.03533801020894857
Hannes Gnauck,AfD,1.473105579953851,0.010640616844054188,0.034681948056925545
Hannes Walter,SPD,-0.9561930347259766,0.04273924286441818,-0.033728868024393954
Hans-Jürgen Thies,CDU/CSU,0.9696580419508541,0.028017715461494144,0.05434824665464359
Hans-Peter Friedrich,CDU/CSU,1.0227584613432354,0.030588370836634363,0.039165590012062455
Hansjörg Durz,CDU/CSU,0.9882143194951067,0.0289706789570823,0.05785190472678431
Harald Ebner,BÜNDNIS 90/DIE GRÜNEN,-2.1635142913214818,0.04318804023377359,-0.030166416059974426
Harald Weyel,AfD,1.5254638114689902,0.010224715761907848,0.027381742612891186
Heidi Reichinnek,DIE LINKE.,1.3336193494572486,0.01225910204868164,0.004266784570084298
Heike Baehrens,SPD,-1.132154231783459,0.04312500053780198,-0.033925052920859095
Heike Brehmer,CDU/CSU,0.9595186373670959,0.02945181519741312,0.03657080608830932
Heike Engelhardt,SPD,-1.4516482384756721,0.04339577385727909,-0.03304429792592636
Heike Heubach,SPD,-0.7584222518146999,0.04192460628657753,-0.007175255636105422
Heiko Maas,SPD,-0.07745025405862657,0.04195587357573814,-0.005623079229089562
Helge Braun,CDU/CSU,0.9593345364471306,0.02943500201684038,0.052325425052920975
Helge Limburg,BÜNDNIS 90/DIE GRÜNEN,-2.7278568369948044e-4,0.04285880534155434,-0.03219636582135046
Helge Lindh,SPD,-1.5466997744492688,0.043181862713657614,-0.03536817865969751
Helmut Kleebank,SPD,-1.584958599438399,0.04307639151174145,-0.03160585894290294
Hendrik Hoppenstedt,CDU/CSU,0.9726249106607501,0.03054398996854844,0.046336301378503655
Henning Otte,CDU/CSU,0.9667286227266346,0.030228775199698688,0.05072893339583237
Henning Rehbaum,CDU/CSU,0.9157402573987465,0.029436846501795816,0.052558583142630566
Herbert Wollmann,SPD,-0.607075777052402,0.04286528764916554,-0.03449185542170747
Hermann Färber,CDU/CSU,0.9268423575006736,0.028899884162209306,0.051514340019229166
Hermann Gröhe,CDU/CSU,0.9327504268958897,0.02953861313975283,0.05571429850182879
Hermann-Josef Tebroke,CDU/CSU,0.9481612748571495,0.029231571200469583,0.056556012414388186
Holger Becker,SPD,-1.2461491854125277,0.04356413864706349,-0.03284634385236339
Holger Mann,SPD,-0.10499263725167493,0.0425330625591538,-0.03150450904507167
Hubert Hüppe,CDU/CSU,0.9248253143068721,0.029096718335480293,0.05342183328546129
Hubertus Heil,SPD,-0.8281243587245449,0.04298686454800148,-0.02887255196673224
Ina Latendorf,DIE LINKE.,1.3334729990862126,0.013675449194033174,0.005150191784564218
Inge Gräßle,CDU/CSU,0.9771859642584061,0.028561937735724158,0.04974176637474659
Ingmar Jung,CDU/CSU,0.9447863190782717,0.028819951927561704,0.03450319002115472
Ingo Bodtke,FDP,-0.0593070386816486,0.042312318224651195,-0.02863136930711128
Ingo Gädechens,CDU/CSU,0.9603385996175855,0.03004782375632013,0.05417827078959233
Ingo Schäfer,SPD,-0.6418084028282008,0.0431547788958568,-0.03163945881384143
Ingo Wellenreuther,CDU/CSU,0.08863449814597436,0.0480115005633042,0.002318210922435151
Ingrid Nestle,BÜNDNIS 90/DIE GRÜNEN,-1.0836446181985002,0.0431755481432203,-0.03138182554436047
Ingrid Pahlmann,CDU/CSU,0.9353394922810407,0.03431890460473047,0.017237873098775447
Irene Mihalic,BÜNDNIS 90/DIE GRÜNEN,-1.383415806747532,0.043084480202110045,-0.03529087710432946
Isabel Cademartori,SPD,-1.0680970967927372,0.04337295087051789,-0.03342280117120548
Isabel Mackensen-Geis,SPD,-1.1267451590037827,0.04285901914291441,-0.03370269585437035
Jakob Blankenburg,SPD,-1.2894968144886063,0.04325655162697812,-0.03560762471324402
Jamila Anna Schäfer,BÜNDNIS 90/DIE GRÜNEN,-1.2782979429082828,0.04321871411655691,-0.030656452871505684
Jan Dieren,SPD,0.5791071166526102,0.03397609985456761,-0.03473288958521463
Jan Korte,DIE LINKE.,1.3342407884053702,0.011898725021340848,1.4126414312231974e-4
Jan Metzler,CDU/CSU,0.9316495025883303,0.029117407671930755,0.058015087153437055
Jan Plobner,SPD,-1.2143029076462954,0.043184253702711194,-0.03432553818771476
Jan Ralf Nolte,AfD,1.4682829989139148,0.01190744958397728,0.034765222298183025
Jan Wenzel Schmidt,AfD,1.4628974584644465,0.009587792712816382,0.027008285168051337
Jan-Marco Luczak,CDU/CSU,0.9410816203578559,0.031611167739843044,0.044001546090601286
Jan-Niclas Gesenhues,BÜNDNIS 90/DIE GRÜNEN,-1.464493855298952,0.04270757982291242,-0.033017242446040235
Jana Schimke,CDU/CSU,0.9407812817563486,0.029640989594392007,0.03873471156519219
Janine Wissler,DIE LINKE.,1.3288742818062156,0.013621667056032636,0.005131831512958644
Janosch Dahmen,BÜNDNIS 90/DIE GRÜNEN,-0.7648354313748695,0.04267857137523673,-0.03187828797131717
Jasmina Hostert,SPD,-1.4360614806065797,0.0430477757392166,-0.03439799582346914
Jens Beeck,FDP,0.1252207535940316,0.04228639533541467,-0.028853209729169285
Jens Brandenburg,FDP,-0.32974788805616373,0.04293516794608004,-0.0303821257242946
Jens Koeppen,CDU/CSU,1.3405694104805033,0.019434573397084324,0.026377378473898656
Jens Lehmann,CDU/CSU,0.9394418733979117,0.02984236651438855,0.054719817377978486
Jens Peick,SPD,-1.5825275312199814,0.0432241572589661,-0.035690111898739524
Jens Spahn,CDU/CSU,0.9316600920042972,0.028070893465797938,0.0497467175986819
Jens Teutrine,FDP,-0.22153440188525303,0.0429208066744703,-0.027709439259080277
Jens Zimmermann,SPD,-1.1332759858155843,0.04295085632715492,-0.03398025031287606
Jessica Rosenthal,SPD,0.12885750401493895,0.040900297038072714,-0.025504543372555578
Jessica Tatti,DIE LINKE.,1.3801476537159905,0.009875069257171062,0.009395048582020933
Joachim Wundrak,AfD,1.40562811602884,0.014027536919783702,0.03436448598160077
Joana Cotar,fraktionslos,1.4133262468453136,0.015356270714240285,0.018861663928430215
Jochen Haug,AfD,1.4554708724522074,0.010128823313883015,0.025894288267397106
Joe Weingarten,SPD,0.09989588889628703,0.04213930066025725,-0.023777819731120614
Johann Saathoff,SPD,-1.8834255759468992,0.043409519348734785,-0.030854222196618826
Johann Wadephul,CDU/CSU,0.9814057748719486,0.029043137594867343,0.04916134940619522
Johannes Arlt,SPD,-0.285015711734616,0.04263689304271783,-0.02945671142864671
Johannes F. Kretschmann,BÜNDNIS 90/DIE GRÜNEN,-0.7074166172835379,0.03595458348980966,-0.0020396279573502755
Johannes Fechner,SPD,-1.232098654293194,0.04275273917809128,-0.03444923629590249
Johannes Huber,fraktionslos,1.415252069809901,0.01428252452460194,0.03731050109980616
Johannes Schätzl,SPD,-1.046202068944581,0.04247222792140322,-0.02846737621042415
Johannes Schraps,SPD,-0.6958293576549371,0.043507714906736716,-0.03315090945361946
Johannes Steiniger,CDU/CSU,0.9502750258154322,0.02994292492306348,0.05590316939307819
Johannes Vogel,FDP,-0.22677773672103382,0.04259172897116513,-0.023575247561556836
Johannes Wagner,BÜNDNIS 90/DIE GRÜNEN,-0.7844453283266981,0.04305340344108581,-0.03365259624216818
Jonas Geissler,CDU/CSU,0.8909510325724829,0.030790018332801327,0.05069715270474312
Jörg Cezanne,DIE LINKE.,1.3360425474034596,0.017898339459516098,-0.0034287985429319497
Jörg Nürnberger,SPD,-0.9216482526578357,0.04321145444096534,-0.03430801422087367
Jörg Schneider,AfD,1.4667371832147569,0.010687410869435775,0.027820754228009434
Jörn König,AfD,1.4478918305468509,0.011230636924309352,0.032783305275099525
Josef Oster,CDU/CSU,0.9325480191144011,0.030074895436991215,0.05131724393910848
Josef Rief,CDU/CSU,0.9522860033845857,0.02967345280251441,0.05481490650529329
Josephine Ortleb,SPD,-1.5083001539692906,0.04286907933490638,-0.024544263481879134
Josip Juratovic,SPD,-0.872434979790347,0.042250466749375784,-0.02872866529093517
Judith Skudelny,FDP,-0.10063445965368832,0.042400219116129415,-0.027664139043352808
Julia Klöckner,CDU/CSU,0.9554636031163514,0.029832313033843132,0.05159439892109307
Julia Verlinden,BÜNDNIS 90/DIE GRÜNEN,-0.22498498514395085,0.04276907005787408,-0.03406617653986903
Julian Pahlke,BÜNDNIS 90/DIE GRÜNEN,-0.03299449618009079,0.04184671149823169,-0.030819767548914814
Julian Simon Grünke,FDP,0.11902075665867488,0.0382077293594745,-8.162963318913046e-4
Jürgen Berghahn,SPD,-0.43724641707562756,0.042676513445146134,-0.029010044526883653
Jürgen Braun,AfD,1.4483271789430125,0.010944144570070017,0.03521281032666451
Jürgen Coße,SPD,-0.7178743600012715,0.043336978396815995,-0.031286178556835034
Jürgen Hardt,CDU/CSU,0.9319993549733516,0.030970223621195926,0.05174499579053
Jürgen Kretz,BÜNDNIS 90/DIE GRÜNEN,-0.5676763783808757,0.042339917763140965,-0.008411939633712045
Jürgen Lenders,FDP,-0.3299270737074467,0.04287092017587207,-0.029810951133703887
Jürgen Pohl,AfD,1.7512005681273728,0.012596022387571083,0.02234834126980612
Jürgen Trittin,BÜNDNIS 90/DIE GRÜNEN,0.0013819541797021268,0.04073849657372703,-0.021802628324215177
Kai Gehring,BÜNDNIS 90/DIE GRÜNEN,-1.0397954265264955,0.043101296829775676,-0.03515854160586974
Kai Whittaker,CDU/CSU,0.9574138956897816,0.030214141078563767,0.050558684605288166
Karamba Diaby,SPD,-0.9432325552193644,0.04322982559764056,-0.0351002815306357
Karl Bär,BÜNDNIS 90/DIE GRÜNEN,0.05334081134680297,0.042254520690271226,-0.03376343806022484
Karl Lauterbach,SPD,-1.5001142162084116,0.04380841437215143,-0.02682781306977275
Karlheinz Busen,FDP,-0.28996841934266715,0.04278976804437344,-0.02488862936191798
Karoline Otte,BÜNDNIS 90/DIE GRÜNEN,-0.15653235291413786,0.042428156996006466,-0.0315771674353061
Karsten Hilse,AfD,1.7158374757445483,0.007983416211087406,0.03208876615669243
Karsten Klein,FDP,-0.15360673507182993,0.042513501018948,-0.030946482807119622
Kassem Taher Saleh,BÜNDNIS 90/DIE GRÜNEN,-0.758878878061062,0.043215105582736134,-0.034507172528591444
Katharina Beck,BÜNDNIS 90/DIE GRÜNEN,-0.608322889562031,0.04304898162197117,-0.03276273136236858
Katharina Dröge,BÜNDNIS 90/DIE GRÜNEN,-1.174019471068469,0.04322386212033553,-0.03506375354027507
Katharina Willkomm,FDP,-0.4195453138159999,0.04152848853144646,-0.012145330271209762
Kathrin Henneberger,BÜNDNIS 90/DIE GRÜNEN,0.3565001533453548,0.04064278135039393,-0.02930424716974792
Kathrin Michel,SPD,-0.8912714836794889,0.04294960667791379,-0.03344202602007278
Kathrin Vogler,DIE LINKE.,1.3220085726106692,0.013459760860167416,5.798138305762018e-4
Katja Adler,FDP,0.1928397036697695,0.041478880892565705,-0.025218175759717045
Katja Hessel,FDP,-0.4011229436361019,0.04263597439261425,-0.027759617139940084
Katja Keul,BÜNDNIS 90/DIE GRÜNEN,-0.6709949742160202,0.04288564255202374,-0.0325316020041196
Katja Kipping,DIE LINKE.,-0.14963852797751198,0.004927430862110724,4.504174245379516e-4
Katja Leikert,CDU/CSU,0.9349656301446726,0.02964930607250934,0.052010526722406324
Katja Mast,SPD,-0.6456985743444443,0.04262112134161629,-0.030979036417063628
Katrin Budde,SPD,-1.5926270019468713,0.04283132242424828,-0.033534321031991346
Katrin Göring-Eckardt,BÜNDNIS 90/DIE GRÜNEN,-0.8249433092552916,0.04305338730905695,-0.03147865324501067
Katrin Helling-Plahr,FDP,-0.699674263943435,0.043141063412569666,-0.030828641598517482
Katrin Staffler,CDU/CSU,0.9300978992767945,0.030117564303982308,0.04331133521231347
Katrin Uhlig,BÜNDNIS 90/DIE GRÜNEN,-1.060896303035157,0.04323286527342545,-0.034314834269253296
Katrin Zschau,SPD,-0.8973933183336433,0.043006499182450676,-0.03510622872637042
Kaweh Mansoori,SPD,-1.1744593182019738,0.04245782459121313,-0.024754508928249284
Kay Gottschalk,AfD,1.5104949147409916,0.009799457277715347,0.031006125737071295
Kay-Uwe Ziegler,AfD,1.5548436294126218,0.008404423114214726,0.028339552808738736
Kerstin Griese,SPD,-1.0114897658565418,0.04281339403699072,-0.029805349006602432
Kerstin Radomski,CDU/CSU,0.9699519971821083,0.02823300592128742,0.051462915012165586
Kerstin Vieregge,CDU/CSU,0.8884303464667587,0.030362172859861918,0.05037721102529545
Kevin Kühnert,SPD,-1.2856541706507378,0.04310871832160189,-0.03410409512204928
Kevin Leiser,SPD,-0.8326624229993607,0.043180459193524104,-0.034056470268483005
Kirsten Kappert-Gonther,BÜNDNIS 90/DIE GRÜNEN,-0.7459110792437121,0.04314854495359333,-0.032890264392072245
